Id?empleado;Name;Apellido;birth_date;género;area;salary;star_date;finish_date;promotion_date;type
24-9117464;Marcela;Ryman;7/24/2000;mujer;Research and Development;$ 74,54;12/16/2006;;;1
24-9169801;Fidelity;Reiglar;11/26/1977;hombre;Engineering;$ 105,18;8/20/2014;;;0
24-9211562;Bryn;Spruce;8/24/1980;hombre;Services;$ 136,78;12/15/2008;;;1
24-9224188;Leia;Kaye;12/31/1968;mujer;Services;$ 110,17;11/23/2002;;;1
24-9278117;Kendricks;Gosalvez;7/7/1972;hombre;Services;$ 103,98;11/2/2014;;;1
24-9283185;Harris;Landes;12/19/1990;hombre;Services;$ 155,24;9/22/2018;;;1
24-9450562;Edyth;Bowler;10/17/1965;mujer;Sales;$ 173,13;6/16/2002;2019-03-02 18:34:12 UTC;;0
24-9528185;Dulciana;Cookman;2/7/1983;hombre;Engineering;$ 180,47;7/10/2016;;;1
24-9639587;Dionis;Freer;4/22/1966;hombre;Research and Development;$ 159,79;3/24/2008;;;0
24-9651653;Aimee;Giffaut;5/4/1989;mujer;Human Resources;$ 170,17;5/2/2014;;;1
24-9704923;Eduino;Dedenham;7/6/2000;mujer;Engineering;$ 174,39;6/8/2016;;;0
24-9706895;Jareb;Garralts;3/6/1992;hombre;Engineering;$ 133,34;9/3/2006;;;0
24-9714475;Gardiner;Cloute;2/16/1975;hombre;Services;$ 88,35;4/4/2007;;;1
24-9864944;Dollie;Davidow;1/4/1984;hombre;Training;$ 143,24;3/8/2009;;;1
24-9883924;Georgette;Birtwhistle;6/29/1982;hombre;Accounting;$ 116,24;5/20/2001;;;0
24-9940933;Kata;Lantiff;5/27/1986;hombre;Research and Development;$ 158,21;5/19/2009;;;1
24-9977787;Marie;Whitten;8/27/1997;hombre;Business Development;$ 142,19;5/21/2020;;;1
24-9985119;Ardys;Jendrach;8/5/1980;hombre;Sales;$ 116,57;8/9/2013;;;0
25-0103879;Christiane;Skirving;2/13/1996;hombre;Engineering;$ 82,10;1/24/2015;;;0
25-0125958;Colene;Entwistle;9/19/1981;mujer;Business Development;$ 162,90;3/16/2014;;;0
25-0155911;Sam;Klimaszewski;2/8/2000;hombre;Engineering;$ 102,60;6/12/2010;;;1
25-0170388;Lexi;Roarty;9/24/1970;hombre;Engineering;$ 150,62;8/25/2013;;;1
25-0206782;Joline;MacCallester;9/29/1970;mujer;Support;$ 141,08;10/18/2014;;;1
25-0257814;Beverie;MacHarg;6/3/1982;mujer;Accounting;$ 145,33;11/21/2012;;;1
25-0289097;Easter;Well;6/10/1997;mujer;Training;$ 104,78;7/13/2004;;;1
25-0290203;Aristotle;Gothard;2/23/1967;mujer;Engineering;$ 85,95;1/16/2017;;;0
25-0394146;Allianora;Duckitt;7/1/1987;hombre;Business Development;$ 68,77;7/23/2018;;;0
25-0443169;Ryann;Offner;9/16/1969;hombre;Support;$ 68,69;12/24/2015;2030-03-05 20:31:16 UTC;;0
25-0732776;Malissia;Wardingly;12/10/1966;mujer;Accounting;$ 84,83;6/30/2015;;;1
25-0748131;Alyosha;Dorgan;5/4/1978;mujer;Human Resources;$ 139,42;5/1/2003;;;0
25-0750518;Siusan;Effnert;3/11/1988;hombre;Engineering;$ 76,74;10/19/2018;;;1
25-0794022;Ange;Tolmie;10/30/1999;hombre;Sales;$ 173,74;5/7/2020;;;1
25-0835789;Ranice;Ashbe;10/11/1966;hombre;Training;$ 167,95;4/20/2009;;;1
25-0879401;Joye;Prandi;11/12/1985;hombre;Engineering;$ 156,96;1/22/2017;;;1
25-0921661;Alonzo;Toombes;8/1/1988;hombre;Marketing;$ 97,03;7/18/2009;2022-05-10 15:37:28 UTC;;0
25-0955471;Teriann;Pogue;1/8/1990;mujer;Human Resources;$ 124,42;12/17/2005;;;0
25-1102379;Cully;Osmint;1/18/1993;hombre;Engineering;$ 126,49;7/13/2019;;;0
25-1176788;Zed;Phil;2/6/1983;mujer;Engineering;$ 82,67;11/24/2004;;;1
25-1185583;Charline;Jewess;9/12/1968;mujer;Human Resources;$ 116,59;5/29/2005;;;1
25-1237206;Jason;Graalmans;12/14/1967;mujer;Business Development;$ 115,32;6/15/2012;2016-01-24 22:45:33 UTC;;0
25-1276047;Dyanne;Damrell;7/18/1982;mujer;Accounting;$ 94,08;12/11/2002;;;1
25-1326713;Marcy;Rouf;6/16/1972;hombre;Auditing;$ 92,93;3/7/2019;2024-02-28 18:38:21 UTC;;0
25-1335418;Marco;Kerwood;5/14/1967;mujer;Accounting;$ 147,19;4/23/2002;2018-12-11 12:59:51 UTC;;0
25-1359133;Conny;Corkitt;8/7/1967;mujer;Services;$ 112,42;9/12/2008;;;1
25-1374184;Dory;Heimann;3/28/1986;hombre;Accounting;$ 78,08;12/16/2001;;;0
25-1497810;Mariska;Dodworth;7/21/2002;mujer;Sales;$ 101,12;3/24/2006;;;1
25-1516897;Curry;Kaplan;6/15/1999;mujer;Training;$ 182,91;3/21/2005;;;0
25-1533189;Ronald;Philipeaux;9/29/1996;hombre;Accounting;$ 110,34;7/1/2001;;;0
25-1634286;Estel;Plessing;9/27/2000;mujer;Accounting;$ 148,81;1/5/2006;;;1
25-1732396;Kalil;Patience;4/9/1999;hombre;Accounting;$ 178,88;4/6/2002;;;1
25-1736008;Bruce;MacLucais;2/12/1988;mujer;Sales;$ 134,72;11/3/2009;;;0
25-1771442;Cash;Cantu;6/28/2000;hombre;Accounting;$ 171,65;8/2/2003;;;0
25-1839893;Maiga;Mackneis;11/14/1970;hombre;Training;$ 152,12;5/6/2009;2015-08-09 22:52:30 UTC;;0
25-1898419;Sydney;Castagna;5/8/1986;mujer;Product Management;$ 159,51;5/30/2006;;;0
25-1920945;Filide;MacEnelly;10/2/1985;hombre;Engineering;$ 104,47;9/24/2020;2036-08-12 05:41:11 UTC;;1
25-1931873;Nester;Gregoli;4/17/1974;hombre;Services;$ 121,28;7/10/2005;2013-12-14 07:59:30 UTC;;0
25-1960256;Lemuel;Falkous;5/25/1976;hombre;Sales;$ 73,35;2/25/2005;2023-03-01 04:41:11 UTC;;0
25-1998896;Claresta;de Leon;10/10/1998;mujer;Engineering;$ 84,70;6/7/2013;;;1
25-2007026;Idalia;Kupka;9/6/1995;hombre;Training;$ 155,43;9/23/2014;;;0
25-2011136;Etienne;Gidden;4/14/1968;hombre;Sales;$ 109,55;7/18/2005;;;0
25-2022862;Dena;Menelaws;9/30/1985;hombre;Engineering;$ 176,36;9/16/2013;;;1
25-2141402;Hatty;Chritchlow;9/13/1975;hombre;Services;$ 82,08;10/21/2017;;;0
25-2166488;Smitty;Riddeough;4/29/1977;hombre;Product Management;$ 82,70;7/1/2020;;;0
25-2169325;Nolly;Bomb;1/26/1983;hombre;Engineering;$ 122,97;3/7/2005;;;1
25-2222564;Tadio;McCutheon;4/20/1990;mujer;Accounting;$ 74,56;3/11/2008;;;0
25-2340765;Gonzales;Jedrasik;4/30/1966;hombre;Engineering;$ 132,69;6/2/2019;;;0
25-2370825;Yasmeen;Fillis;10/27/1994;hombre;Sales;$ 124,07;11/13/2007;;;1
25-2404573;Sondra;Ormrod;1/24/1977;hombre;Services;$ 116,87;11/11/2004;;;1
25-2421047;Mill;Napoli;6/11/1996;hombre;Training;$ 102,27;11/1/2005;;;0
25-2462373;Karilynn;Charrette;4/25/1982;mujer;Engineering;$ 86,95;7/3/2019;;;0
25-2512052;Daryl;Corcoran;1/10/1985;mujer;Engineering;$ 144,59;3/16/2007;;;0
25-2558759;Lisette;Gulberg;1/15/1969;hombre;Engineering;$ 133,83;1/29/2005;;;1
25-2665744;Feodora;Ortet;6/26/1992;hombre;Accounting;$ 109,96;8/10/2007;2023-02-02 23:37:38 UTC;;0
25-2691506;Adlai;Honnan;8/16/1967;mujer;Accounting;$ 131,89;3/14/2016;;;0
25-2693311;Lorry;Glencros;2/7/1985;hombre;Engineering;$ 92,18;2/9/2002;2010-01-11 13:11:32 UTC;;1
25-2724781;Guthrey;Brosoli;10/9/1980;mujer;Services;$ 69,73;4/16/2015;;;1
25-2772144;Gabrielle;Browett;6/8/1972;hombre;Accounting;$ 180,44;10/12/2010;;;1
25-2840978;Celestine;Fealy;2/28/2000;hombre;Engineering;$ 178,97;5/10/2013;;;0
25-2847514;Cilka;Conyard;2/19/1979;hombre;Engineering;$ 93,75;2/1/2007;;;1
25-2959636;Quinn;Clelle;4/11/1999;hombre;Engineering;$ 89,29;7/12/2018;;;0
25-2963294;Ilene;Phittiplace;1/13/1998;mujer;Accounting;$ 147,35;10/31/2004;;;0
25-3013716;Rowen;Hearfield;8/17/1976;mujer;Engineering;$ 79,83;1/8/2016;;;1
25-3037218;Kerwin;Le Noire;6/8/1979;hombre;Accounting;$ 118,62;4/26/2002;;;1
25-3044774;Nollie;Deverose;12/2/1978;hombre;Support;$ 70,47;3/22/2016;2032-06-06 15:57:46 UTC;;1
25-3130619;Caitrin;Klulik;9/29/1981;mujer;Engineering;$ 99,68;1/22/2018;2035-08-26 01:52:36 UTC;;0
25-3202551;Eustacia;Stayt;10/23/1988;mujer;Engineering;$ 69,05;11/5/2017;;;1
25-3240253;Emelita;Birdfield;11/26/1996;hombre;Accounting;$ 160,27;5/26/2003;;;1
25-3272962;Davidson;Smalcombe;10/8/1990;mujer;Services;$ 117,45;9/26/2005;;;0
25-3320141;Jilleen;Revans;1/18/1997;hombre;Training;$ 168,96;10/13/2011;;;0
25-3411296;Sibyl;Basile;1/24/1980;hombre;Engineering;$ 159,79;9/11/2002;2010-08-02 08:41:48 UTC;;0
25-3430028;Ddene;Struttman;7/28/1973;mujer;Legal;$ 184,34;9/14/2002;;;1
25-3451349;Mureil;Brixey;9/15/1996;hombre;Engineering;$ 176,33;11/4/2002;;;1
25-3453066;Monika;Klemmt;1/7/1985;hombre;Engineering;$ 68,36;1/25/2009;;;0
25-3470257;Malcolm;Tonge;9/15/2000;hombre;Training;$ 148,58;5/27/2001;;;1
25-3778419;Gilles;Ketts;3/23/1998;hombre;Sales;$ 123,54;10/22/2010;;;1
25-3868251;Andrea;Bewicke;1/15/1992;mujer;Training;$ 149,30;5/25/2011;2030-07-29 12:45:23 UTC;;1
25-3896139;Lenna;Duberry;5/11/1977;mujer;Research and Development;$ 124,69;12/9/2006;2025-08-10 03:25:21 UTC;;1
25-3948858;Bale;Mont;10/20/1992;mujer;Support;$ 156,32;10/17/2004;;;1
25-3950972;Mandel;Culwen;11/9/1972;hombre;Engineering;$ 85,62;11/17/2016;;;1
25-3987301;Vaclav;Layman;10/10/1994;hombre;Engineering;$ 155,46;3/25/2002;2021-11-08 21:39:09 UTC;;1
25-4050807;Alley;Guilleton;3/27/1980;mujer;Accounting;$ 157,45;9/11/2007;;;0
25-4089543;Alwin;Leber;10/3/1981;hombre;Engineering;$ 178,37;1/8/2007;;;1
25-4090722;Aurthur;Golly;11/5/1983;hombre;Engineering;$ 97,48;11/20/2004;;;0
25-4114655;Gilemette;Benettolo;7/1/1997;mujer;Human Resources;$ 146,58;1/28/2004;;;0
25-4115621;Leonelle;Ellor;12/22/1967;hombre;Accounting;$ 140,47;4/9/2015;;;0
25-4160439;Lonnie;Breton;1/2/1985;mujer;Sales;$ 133,95;4/25/2016;;;0
25-4228301;Timmy;Morilla;4/13/1977;mujer;Training;$ 136,83;9/21/2015;;;0
25-4229284;Ileane;Gietz;5/8/1977;hombre;Training;$ 96,02;2/26/2017;;;1
25-4311953;Angel;Aiskrigg;6/19/2001;mujer;Engineering;$ 148,15;2/1/2007;;;0
25-4395159;Ardra;Winley;8/25/1974;hombre;Human Resources;$ 107,27;8/4/2004;;;1
25-4428268;Eugene;Nellies;3/12/1977;mujer;Accounting;$ 183,51;1/27/2009;;;0
25-4460794;Gabi;Wyldes;1/8/2000;hombre;Engineering;$ 82,76;12/26/2000;;;0
25-4484296;Gabi;Bawles;2/26/1966;hombre;Support;$ 70,19;4/3/2009;;;1
25-4535818;Georgine;Gatesman;8/1/1988;mujer;Accounting;$ 90,12;11/23/2002;2016-06-11 20:39:57 UTC;;1
25-4587331;Ellis;Loins;2/22/1983;mujer;Services;$ 89,31;6/28/2002;;;1
25-4597176;Marlow;Cock;6/26/1982;hombre;Business Development;$ 105,42;9/27/2020;;;1
25-4636517;Arni;Warke;5/14/1986;mujer;Engineering;$ 138,68;5/14/2006;;;0
25-4715852;Lynea;Smeaton;6/6/1995;mujer;Services;$ 160,93;3/22/2018;;;1
25-4744432;Cherry;Ajean;3/1/1990;mujer;Engineering;$ 106,40;3/22/2006;;;1
25-4762307;Robbie;Cleyburn;6/18/1980;hombre;Business Development;$ 116,23;6/18/2012;;;0
25-4767767;Sylas;Sydes;1/2/1971;hombre;Support;$ 132,47;7/24/2015;;;1
25-4780205;Bradan;Oxherd;7/1/1982;hombre;Engineering;$ 152,71;10/14/2012;2014-12-19 16:27:24 UTC;;0
25-4803242;Reginald;Sange;4/23/1977;mujer;Support;$ 101,31;8/8/2009;;;1
25-4837431;Evita;Seston;12/19/1993;hombre;Sales;$ 109,76;2/17/2015;2031-05-06 10:34:36 UTC;;1
25-4850897;Margarethe;Grinter;11/24/1982;hombre;Product Management;$ 174,25;6/29/2011;;;1
25-4860824;Brittney;Yea;5/18/1993;mujer;Services;$ 166,36;7/28/2014;;;0
25-4878474;Zedekiah;Pitsall;11/3/1978;mujer;Training;$ 78,00;4/21/2007;;;1
25-5011613;Sherry;McEvoy;12/4/1979;hombre;Training;$ 86,80;1/27/2006;;;0
25-5015451;Alic;Wasmuth;12/26/1967;mujer;Research and Development;$ 113,59;4/5/2018;;;1
25-5071533;Alfons;Nolda;4/18/1979;hombre;Services;$ 116,15;12/28/2007;;;1
25-5100460;Carita;Bertin;10/29/1965;hombre;Support;$ 94,91;4/29/2010;2027-03-16 12:13:26 UTC;;0
25-5107369;Vicki;Ninnoli;7/13/1976;hombre;Services;$ 99,31;10/14/2008;2026-11-20 15:28:14 UTC;;1
25-5138783;Leonore;Cawthron;9/10/1987;hombre;Research and Development;$ 117,09;3/4/2012;;;0
25-5154603;Shepherd;Trice;2/24/1985;hombre;Sales;$ 74,15;4/7/2020;;;1
25-5167677;Isa;Sevior;12/14/1966;mujer;Engineering;$ 135,87;8/1/2002;;;1
25-5209499;Margarethe;Hutten;6/12/1996;hombre;Sales;$ 142,82;7/7/2010;2013-04-11 12:51:57 UTC;;0
25-5229049;Allister;Kernoghan;11/5/1974;mujer;Sales;$ 162,81;11/30/2020;;;1
25-5296785;Giffy;O'Codihie;8/2/1976;mujer;Training;$ 120,84;9/20/2013;;;0
25-5309287;Arnoldo;Lillee;8/27/1970;mujer;Sales;$ 126,30;11/8/2018;;;1
25-5332906;Agnese;Balch;8/31/1994;mujer;Training;$ 139,71;6/8/2012;;;0
25-5345583;Catriona;Glasspoole;8/3/1999;mujer;Research and Development;$ 69,83;12/10/2008;;;1
25-5368413;Cristy;Roper;3/29/1985;hombre;Sales;$ 162,02;8/9/2014;;;0
25-5395426;Eunice;Clamo;2/10/1992;mujer;Engineering;$ 106,92;1/8/2018;;;0
25-5414249;Jed;Osmund;8/11/1986;mujer;Human Resources;$ 73,55;11/15/2017;;;1
25-5465666;Dall;Fearnehough;11/6/1981;hombre;Business Development;$ 150,24;3/28/2001;;;0
25-5484591;Leonidas;Gutcher;3/20/1987;mujer;Research and Development;$ 158,98;6/1/2009;;;1
25-5504518;Verney;Searby;8/31/2001;mujer;Accounting;$ 175,79;8/23/2015;2030-12-30 22:12:03 UTC;;0
25-5562621;Rudie;Bleaden;4/13/1983;hombre;Sales;$ 177,02;5/26/2009;;;0
25-5573658;Hailey;Jelly;10/13/1977;mujer;Support;$ 150,21;8/2/2002;;;1
25-5625843;Carolynn;Gisburne;2/14/1987;hombre;Legal;$ 166,41;10/23/2003;;;0
25-5735945;Samaria;Mazzilli;3/22/1971;mujer;Accounting;$ 179,64;12/10/2009;;;0
25-5781374;Fonzie;Moatt;2/18/1984;mujer;Engineering;$ 144,85;10/18/2015;;;0
25-5915768;Avery;Pettie;10/5/1970;hombre;Research and Development;$ 151,59;1/24/2017;;;1
25-5927187;Nanine;Mullany;4/2/1987;hombre;Sales;$ 65,87;4/19/2017;;;1
25-5976408;Margeaux;Steane;3/13/1979;hombre;Engineering;$ 144,39;4/23/2014;;;0
25-5977754;Conrade;Turnbull;3/28/1979;mujer;Training;$ 129,54;9/7/2011;;;1
25-6005165;Baird;Huyge;3/20/1981;mujer;Accounting;$ 103,76;11/21/2002;;;1
25-6167682;Wilmette;Lates;4/9/1978;mujer;Accounting;$ 166,46;10/6/2015;;;1
25-6193340;Birgitta;O'Neary;5/29/1999;mujer;Services;$ 168,30;1/15/2006;;;1
25-6195658;Kristopher;Timby;2/27/2002;hombre;Marketing;$ 70,13;5/15/2013;;;0
25-6291982;Orton;Punchard;12/18/1984;mujer;Accounting;$ 102,34;11/30/2010;2025-12-26 01:00:34 UTC;;1
25-6314613;Doloritas;Dumbreck;4/5/1973;hombre;Sales;$ 139,71;9/5/2020;;;0
25-6332237;Babs;Gask;4/18/1969;mujer;Services;$ 69,60;5/22/2008;;;1
25-6339221;Johan;Dunnett;4/3/1988;hombre;Engineering;$ 77,91;2/6/2016;;;0
25-6345695;Georas;Pennigar;11/5/1967;hombre;Accounting;$ 160,90;10/24/2014;;;0
25-6356640;Elsi;Dawltrey;8/27/1987;mujer;Accounting;$ 141,15;10/26/2015;;;1
25-6607924;Lynn;Angrock;5/15/1990;hombre;Human Resources;$ 126,25;2/1/2004;;;1
25-6670567;Ric;Cumberbatch;5/14/1969;mujer;Engineering;$ 88,01;1/6/2014;;;0
25-6763248;Kassandra;Velte;5/16/1996;mujer;Support;$ 112,08;11/9/2002;;;1
25-6820443;Quintana;Goodison;5/5/1985;hombre;Training;$ 155,14;11/14/2005;;;0
25-6895011;Ag;Rudham;3/16/1976;hombre;Accounting;$ 94,42;3/9/2002;;;0
25-6913064;Norma;Follacaro;11/29/1984;mujer;Human Resources;$ 179,98;1/14/2015;;;1
25-6949022;Darcey;Filippov;3/16/1987;mujer;Product Management;$ 92,30;1/20/2009;;;0
25-6962982;Barbabra;Jedras;4/24/1981;mujer;Services;$ 131,63;2/1/2016;;;0
25-6983034;Donelle;Ableson;2/8/1974;hombre;Engineering;$ 131,11;8/19/2014;;;0
25-7026587;Corabelle;Darter;9/25/1971;hombre;Research and Development;$ 86,28;2/4/2004;;;0
25-7078959;Ivette;Lune;7/1/1982;hombre;Accounting;$ 106,52;4/19/2012;;;1
25-7086410;Dael;Congreave;7/16/1974;mujer;Accounting;$ 161,63;12/30/2013;;;0
25-7109248;Alis;Christal;11/18/1972;hombre;Engineering;$ 122,88;4/27/2004;;;0
25-7122608;Delphinia;Charnock;3/20/1985;mujer;Engineering;$ 174,07;5/14/2014;;;0
25-7177224;Tobin;Charteris;1/26/1994;hombre;Support;$ 85,13;4/24/2007;;;1
25-7188708;Meghann;Tutchings;4/28/1992;hombre;Sales;$ 96,90;2/9/2011;;;0
25-7223704;Jarrod;Sinnat;11/27/1983;mujer;Accounting;$ 79,03;6/16/2002;;;1
25-7227181;Cordie;Holston;8/8/1977;hombre;Research and Development;$ 124,65;3/29/2012;;;0
25-7327494;Peta;Ikringill;1/5/1966;mujer;Services;$ 145,20;2/14/2013;;;1
25-7357644;Wood;Wyld;8/5/1995;hombre;Marketing;$ 73,30;4/25/2012;;;0
25-7397587;Wilden;Tatford;5/8/1990;mujer;Product Management;$ 68,19;12/1/2003;2010-09-03 20:32:21 UTC;;0
25-7407874;Cart;Georgins;9/13/1998;mujer;Accounting;$ 176,91;2/13/2009;;;0
25-7582165;Huntington;Yates;2/21/1971;mujer;Engineering;$ 168,32;4/6/2011;;;0
25-7618626;Amara;Hugli;4/8/1989;hombre;Engineering;$ 119,52;10/25/2014;;;1
25-7624712;Letitia;Winyard;1/21/2002;mujer;Engineering;$ 168,79;5/17/2009;;;1
25-7675477;Vere;Giovannini;1/7/1983;hombre;Engineering;$ 162,92;1/1/2004;;;1
25-7783216;Gonzalo;Laffling;5/18/1987;mujer;Training;$ 112,06;5/14/2017;;;0
25-7798017;Desiree;Cayzer;9/16/1985;hombre;Engineering;$ 138,31;1/17/2009;;;0
25-7824400;Amandy;Mursell;11/22/1991;hombre;Engineering;$ 176,01;10/8/2013;;;0
25-7897461;Enid;Beneix;8/14/1968;hombre;Engineering;$ 66,75;5/4/2013;;;0
25-7907806;Alisha;Brownsmith;7/25/1983;mujer;Engineering;$ 116,75;3/5/2007;;;0
25-7990210;Tedman;Kingdom;4/8/1985;mujer;Human Resources;$ 129,36;6/8/2006;;;0
25-8051896;Suellen;Henderson;6/18/1993;hombre;Business Development;$ 124,51;7/31/2002;;;1
25-8057979;Neddie;MacCoughan;6/12/1969;mujer;Research and Development;$ 84,92;1/16/2017;;;0
25-8110004;Trista;Pacquet;4/6/1990;mujer;Services;$ 65,74;9/16/2008;;;0
25-8149191;Daffy;Pegg;8/11/1996;hombre;Training;$ 155,59;11/28/2018;2021-09-18 02:05:01 UTC;;0
25-8237513;Hayley;Ciciotti;4/17/2001;hombre;Engineering;$ 123,64;11/29/2002;;;1
25-8256749;Evelyn;Newland;3/5/1981;hombre;Engineering;$ 131,34;5/27/2018;;;0
25-8280036;Matilde;Maltman;12/10/1985;mujer;Engineering;$ 97,89;8/22/2010;;;1
25-8326112;Gwenneth;McKendry;5/31/1996;mujer;Services;$ 129,57;6/16/2010;;;0
25-8366544;Hedvige;Ricciardelli;7/20/1969;hombre;Business Development;$ 83,55;10/18/2017;;;1
25-8386965;Barbabra;Tonkinson;9/13/2000;hombre;Human Resources;$ 135,89;11/11/2020;;;0
25-8405103;Bertine;Parnell;3/24/1973;mujer;Sales;$ 69,46;3/14/2004;2016-07-30 11:27:23 UTC;;0
25-8474344;Tiphani;Van den Broek;9/24/1978;mujer;Engineering;$ 171,93;8/19/2018;2023-11-17 04:54:52 UTC;;1
25-8474411;Zach;Finnigan;8/5/1980;mujer;Training;$ 77,89;2/22/2011;;;1
25-8499371;Daniela;Julien;6/18/1970;hombre;Engineering;$ 81,85;9/2/2013;2017-02-06 09:42:34 UTC;;1
25-8522088;Kakalina;Phalp;4/23/1988;mujer;Accounting;$ 85,90;6/24/2019;;;0
25-8532080;Jocko;Lavin;7/14/1982;hombre;Research and Development;$ 113,10;8/1/2019;;;0
25-8552881;Ruperto;Pargiter;4/8/1970;mujer;Engineering;$ 169,92;7/10/2008;;;1
25-8614743;Lynne;Horrigan;8/7/1989;hombre;Sales;$ 129,42;5/22/2003;;;0
25-8642783;Laure;McChruiter;12/24/1977;hombre;Product Management;$ 153,00;4/17/2005;;;1
25-8658596;Aharon;Lafuente;6/19/1997;mujer;Engineering;$ 74,30;2/19/2005;;;1
25-8756701;Dorree;Craddy;7/22/1969;mujer;Engineering;$ 149,71;10/8/2004;;;0
25-8775613;Merle;Goodread;9/10/1980;mujer;Legal;$ 137,92;5/19/2017;;;0
25-8776207;Kirby;Colquite;3/28/1973;mujer;Sales;$ 114,95;5/12/2004;;;0
25-8794667;Bevin;Daudray;12/8/1966;hombre;Accounting;$ 106,81;5/13/2009;;;1
25-8799767;Ethelyn;Wallbutton;10/10/1984;hombre;Human Resources;$ 95,23;11/16/2014;;;1
25-8832626;Milicent;O'Brallaghan;6/21/1994;mujer;Engineering;$ 81,89;8/16/2017;2031-04-11 11:15:12 UTC;;0
25-8855204;Vance;Eastup;3/21/2002;hombre;Engineering;$ 148,12;6/21/2006;;;1
25-8856073;Guy;Lindenboim;9/13/1972;hombre;Training;$ 181,20;1/27/2008;;;1
25-8900611;Casie;South;1/26/1975;hombre;Support;$ 170,35;11/12/2012;;;1
25-8910960;Thedrick;De Filippi;12/16/1998;hombre;Marketing;$ 153,22;8/4/2002;;;0
25-8918556;Nani;Roglieri;4/29/1971;mujer;Engineering;$ 67,16;5/23/2020;;;0
25-8974622;Susann;Danilin;3/1/1970;hombre;Sales;$ 89,76;1/2/2017;;;1
25-8998020;Lyell;Guinness;9/2/1968;mujer;Accounting;$ 157,64;1/15/2016;2025-10-29 05:16:53 UTC;;0
25-9006900;Nalani;Sames;2/20/1992;hombre;Engineering;$ 84,09;8/8/2019;;;1
25-9197776;Jacintha;Skitch;6/28/1992;mujer;Engineering;$ 149,77;6/10/2014;;;1
25-9198089;Annemarie;Evins;5/12/1999;hombre;Business Development;$ 123,06;9/2/2002;;;0
25-9226000;Moses;Imeson;1/22/1966;hombre;Engineering;$ 118,09;11/17/2019;;;1
25-9229335;Armstrong;Keemer;6/24/1990;hombre;Engineering;$ 66,85;5/12/2001;2004-05-18 07:08:47 UTC;;0
25-9281279;Godfry;Towl;2/26/1996;hombre;Support;$ 68,56;9/18/2019;2021-05-30 16:26:21 UTC;;0
25-9296190;Hyacintha;Pellissier;7/5/1975;hombre;Accounting;$ 157,01;11/6/2000;;;0
25-9485827;Adena;Pharrow;12/2/2000;mujer;Engineering;$ 117,70;2/16/2006;2018-01-22 22:19:16 UTC;;0
25-9588961;Belva;Tollemache;9/3/1976;mujer;Support;$ 178,20;8/13/2019;2035-01-31 10:15:19 UTC;;0
25-9589142;Alano;Klamp;6/12/1985;hombre;Services;$ 163,45;11/23/2016;;;1
25-9616466;Maurice;Baxendale;3/9/1982;mujer;Business Development;$ 177,45;9/17/2013;;;0
25-9642862;Clayborn;Ingleston;2/2/1991;hombre;Sales;$ 77,00;1/29/2003;;;1
25-9653620;Janina;Stitt;1/21/1992;hombre;Services;$ 123,18;2/20/2014;;;0
25-9664478;Roxane;Ridgeway;3/31/2001;hombre;Research and Development;$ 85,77;3/14/2017;2033-05-02 23:01:55 UTC;;1
25-9689267;Chaddy;Storks;8/16/1969;mujer;Training;$ 104,28;7/6/2003;;;1
25-9752368;Cloe;Alanbrooke;4/28/1974;hombre;Engineering;$ 151,26;12/27/2004;;;0
25-9782669;Bili;Stallebrass;3/8/1990;hombre;Product Management;$ 168,49;11/7/2020;2026-02-25 11:10:56 UTC;;0
25-9968088;Aurelia;Clemenzo;11/22/1993;mujer;Accounting;$ 164,90;2/3/2018;;;1
26-0037904;Bree;Conkey;12/13/1973;hombre;Accounting;$ 142,38;2/8/2006;2026-07-24 08:33:35 UTC;;1
26-0042165;Lonnie;Gaythwaite;8/5/1992;mujer;Accounting;$ 80,11;6/20/2018;;;0
26-0085102;Charlton;Nisby;3/31/1993;hombre;Accounting;$ 171,19;12/8/2017;;;0
26-0119549;Lorie;Undrell;4/23/1982;mujer;Marketing;$ 74,14;10/27/2013;;;1
26-0127916;Alexia;MacKenzie;9/12/1981;mujer;Engineering;$ 82,11;9/8/2019;2033-11-02 22:48:27 UTC;;1
26-0138394;Codi;Reeve;6/13/1979;hombre;Services;$ 150,44;11/9/2017;;;0
26-0150510;Marc;Colbridge;4/11/1991;hombre;Accounting;$ 155,90;9/23/2005;;;1
26-0220211;Humfrid;Kesterton;7/22/1976;mujer;Accounting;$ 128,25;10/15/2009;;;1
26-0235588;Fredric;Kleinsmuntz;12/12/1976;mujer;Engineering;$ 151,26;4/27/2007;2023-06-17 09:51:42 UTC;;1
26-0333341;Mandel;Corfield;11/1/1975;hombre;Marketing;$ 126,12;10/26/2011;;;1
26-0382467;Sylvan;Capelin;12/22/1987;hombre;Business Development;$ 158,75;7/1/2004;;;0
26-0426215;Germain;Ivell;6/8/1970;mujer;Accounting;$ 151,19;4/19/2006;;;1
26-0429800;Jamesy;Dilland;11/6/1977;mujer;Human Resources;$ 164,42;8/24/2006;;;0
26-0472955;Reade;Foulkes;5/29/1973;hombre;Engineering;$ 80,58;4/25/2011;;;1
26-0554846;Isiahi;Arton;2/5/1993;hombre;Business Development;$ 137,03;11/14/2016;;;0
26-0582117;Donall;Casarili;8/4/2001;hombre;Product Management;$ 123,49;2/10/2003;;;0
